EntrezID	GeneLength	Count
13136	2527	256
22789	2034	0
12269	1883	1
12270	754	2
18640	9621	2756
226418	3843	2365
212439	2909	145
64435	1911	6
100502856	1065	1
18703	3849	52
69169	1491	17
93672	1116	1878
58181	824	0
329244	1023	100
16153	1306	53
17164	2567	18777
226419	2072	1137
16865	2290	2916
54354	3405	887
56489	3203	2095
14270	8040	2837
108900	2105	86
26361	4148	1
13034	2120	11
226421	2523	439
320718	3640	223
212933	3540	1208
98396	4660	16850
226422	1189	312
98415	6096	7580
212980	3426	541
13714	3671	4562
213006	4853	1291
18557	3046	1677
723818	97	0
213409	958	17
213417	4269	85
74137	3132	1591
68875	3410	799
213452	6385	2727
213464	3632	1228
74626	1742	136
21367	9535	4194
269116	10379	111
100038653	1879	0
16980	3346	652
17248	3490	2391
240752	7929	974
108954	5588	12660
240753	7457	850
100502933	3112	2
68338	1842	0
280287	496	0
19701	1423	9
214253	2279	154
20668	3531	2155
20643	492	1629
70579	4395	17636
667118	5007	8852
240754	2371	37
381290	8292	1930
269120	2074	197
116847	3602	24583
100502984	884	5
14264	2859	7116
100502999	532	25
12227	3083	50050
667414	432	36
71884	1711	16
12654	1689	22416
53311	1829	2146
11539	5786	310
17928	1480	2
68507	6067	188
57439	3169	5817
240755	1770	1
72017	1626	1236
72674	2024	5943
100861791	590	0
240756	3196	1417
98710	1960	900
100503055	641	21
71001	1457	0
75605	6300	7684
20980	3386	3
329251	6185	796
67196	1079	203
329252	3623	16503
13924	6089	1622
100038590	915	0
320139	3264	15
68724	1702	2079
171469	2253	13
13710	2000	2344
215615	2301	5596
21854	917	1693
93689	3942	5753
77552	1190	381
226432	6236	9226
215690	12767	3769
13007	1770	85326
27280	1467	7172
21952	1114	65
16763	2992	1846
21956	1194	48
18772	4486	17649
226438	8996	1
66241	1750	2919
12292	6260	0
329253	508	0
16565	9119	639
76422	2922	136
67313	3013	5387
100042513	584	0
383563	1960	13
67886	7823	8605
320054	2097	12
67997	2228	527
381293	8770	946
71084	1846	0
226442	5275	3196
100503460	489	11
100503474	1199	6
667686	385	208
26424	3857	20
320138	3023	0
735252	87	0
723890	80	0
19264	5664	64
338375	1887	0
59125	3366	5091
545363	1930	0
16876	5750	0
69549	571	163
75546	410	0
329260	8314	1863
170788	4702	1
71209	1111	0
226470	8362	3720
12316	9866	2717
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	2
545366	1602	1
12628	4365	126
240776	3957	4
75910	551	0
226472	591	1
214498	2678	3290
26878	4578	18
69367	3730	930
20822	8721	2044
56207	1851	1858
19735	3009	6264
100861894	494	0
246709	1497	0
50778	1330	29
624910	459	0
64214	1859	3
215378	3172	330
100043240	3910	52
791353	1179	0
100503781	490	0
18783	2846	1411
320019	1098	5
19225	4150	3942
100043257	532	9739
100043261	345	7
20028	1247	0
75584	610	0
226499	3242	1729
108989	7550	15715
96875	4278	24
545370	18316	7984
402734	2640	0
73176	1674	0
117198	5037	20873
66875	3668	1067
98685	2665	578
19821	3028	4573
100503012	373	1027
63913	3939	19800
66967	6604	5433
69399	9754	9546
66637	1133	707
269132	4056	4913
19731	3887	2983
100861876	505	59
71281	1566	1
67771	1897	8738
100503084	519	4
17970	2596	53
226517	6069	6749
226518	4523	7
16782	5164	66833
226519	7622	78623
626058	2827	6
71836	2045	8
13211	4613	22864
74091	1403	165
67792	5804	13
329271	3337	2
19734	2335	1227
24014	4758	106
240816	3640	6
240817	1654	1
433365	2527	0
240819	1415	0
14645	2782	5110
100861882	573	0
207678	1877	1
78112	613	0
12290	12697	12
15939	3270	16067
15064	2509	1502
58244	2459	6465
207792	4611	1744
100503411	2791	2
19775	7651	6433
433367	1751	25
72482	1942	2583
16872	1853	1
100861926	688	0
104009	3361	4271
74081	13307	3633
208263	4439	6243
240832	8112	15714
329274	3687	2
214575	3443	5
170484	3108	83
77352	3297	15
20652	4785	3221
11352	10714	22279
30935	3268	1732
100503836	636	0
215015	4238	7832
78255	7133	6399
72713	2190	28
73435	898	5
226525	10046	2513
69953	1194	1187
226527	1289	149
89867	4651	208
100504090	420	100
240843	4101	7
11899	7224	14
735253	109	0
23850	8585	191
72025	2475	0
26374	5056	1321
100217414	118	1
21960	5395	35
67647	5391	14647
75255	887	138
329278	5812	115
64659	1970	1783
12301	2115	4259
29809	9489	4084
100316784	109	0
620246	1086	13
620750	465	16
381305	11011	8814
11905	2162	11
240869	3883	366
14455	2554	10586
100628588	91	0
100217446	65	72
226539	3581	805
70454	4327	611
226541	4037	974
73844	3723	46
100502590	954	2
11758	2334	7955
22164	1609	7
240873	2064	16
14103	1935	4
226551	6308	11736
75368	1164	0
67292	3301	341
103967	7523	155
72753	919	1
474332	7928	21
723821	110	0
387210	110	0
71449	2791	882
53330	2532	635
17926	2080	19
100038657	741	0
226562	10444	27763
226564	1787	17
14261	2326	355
55990	3336	2028
226565	1870	16
14262	2010	5
78258	2956	0
18933	7448	872
98376	2509	629
240879	1053	0
16579	3907	2597
240880	4069	884
381306	2912	568
69962	1457	68
20339	2912	622
20343	2321	1
20344	3438	1508
100503816	1241	17
14067	7406	32
116914	3546	2906
74895	1896	353
66352	4035	2168
171567	3011	1370
11931	2422	485
56429	1636	607
433374	1588	0
16963	502	0
69476	357	0
75857	998	0
83993	2662	5
108735	5526	5635
226591	4395	2546
240888	1943	946
74106	3306	2457
70456	854	1326
271639	5209	6
68481	2356	4970
100503268	612	5
226594	2670	495
100503283	1514	1
433375	2125	2233
12503	4604	5
18986	13123	1751
240892	4025	0
59290	2293	58
98558	1546	10
100039795	8260	579
100503318	2514	20
27878	2145	1763
71592	7372	3835
226601	1744	2
226604	3012	3
240894	3065	0
100503962	936	17
226610	4986	630
80914	1338	3009
68944	4474	2539
100862084	376	0
56752	2833	4602
66447	635	789
240899	1137	0
100503977	287	1
20183	2363	6
110648	3338	8
18514	9027	12485
66977	2405	1299
19737	1809	201
100862094	1412	159
19736	2941	146
78465	1440	4
15490	4574	1820
67303	1135	5
18214	8290	869
107652	2283	7662
16589	2024	829
545378	399	0
622708	1691	1
26904	1433	5
665574	3833	602
76925	713	4
70729	3684	243
320078	3095	164
226641	7463	5264
80915	1374	700
435653	1284	2
98752	1727	5
14130	1547	24
246256	1250	1
14131	1353	20
75472	1034	41
66052	1179	6200
17528	1993	239
66425	1575	55
12355	1414	4
641376	2920	1521
11807	521	0
14127	658	10
226646	1606	9272
240913	3673	5129
57370	1998	1875
19044	1821	1172
30941	2185	1177
66155	964	1551
100862110	308	0
100504072	1662	7
21945	2733	2019
27045	1374	929
18637	622	2277
68874	1555	165
71740	3504	198
226652	4488	9
22278	1822	679
226654	551	10
16456	2482	12169
56009	1273	115
16429	1140	0
18106	3758	0
17085	2449	6
75345	3977	2
12506	1142	4
100041098	195	1769
27218	2688	1
12523	6253	4
100038548	2574	0
100862186	671	0
30925	2443	1
93840	2260	726
18071	2487	3
59287	2855	5568
12847	4629	20369
100504176	730	0
19298	3131	3779
98193	3743	6577
18611	2477	1636
12372	1874	216
27222	3485	1
98660	6227	229
140559	2234	3241
16524	3270	1
16513	5407	8
67556	7569	2123
100862199	620	0
98365	1145	10
93842	4249	3416
21346	1382	17638
71870	1822	30
71319	941	13
240916	1879	63
74748	2040	2
677296	1914	0
68440	1417	67
100040320	811	31
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	273
94332	4159	95
383619	2541	7
240921	2951	0
545384	1294	0
623121	2680	0
236312	3497	2
100033459	2987	0
100504251	716	0
226691	3484	93
15951	2296	54
100504287	1468	9
666028	634	0
100040462	1908	10
381308	1651	29
15950	3793	58
26388	1796	63
226695	1613	118
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	1
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	2
23893	3745	15
24012	2487	11
14194	1632	6052
98256	2498	0
13603	1721	168
12663	6117	1462
75820	3817	0
26909	5506	418
319455	3894	161
545389	6930	2423
723921	99	0
76816	2619	566
15365	1510	121
23797	4735	2452
30928	5106	1586
75589	698	0
69428	749	9
11566	2553	7668
631584	2790	9
545391	1663	1
78825	4214	1822
791357	1199	30
75164	651	1
666295	875	7579
320110	427	37
66359	448	804
51810	3670	55569
68226	2539	82
269152	7406	476
69726	3769	788
15278	2448	741
226744	4545	3964
109232	1922	1317
226747	8831	11438
100503705	1428	0
226751	8656	7184
67426	4076	805
19165	2084	401
277333	3581	55
320404	5101	3967
381310	6557	54
11545	3827	8462
72568	3377	712
27217	2294	2
170760	3471	5398
100504581	591	0
15078	1076	1587
208768	3189	9076
100504598	177	12
320202	2462	1
100862334	599	0
69051	1599	1089
13590	1604	24
208795	3239	3406
13849	1665	6266
619326	1898	1
67459	3060	1981
98417	3268	2796
226757	7047	17211
329307	2505	8
72978	2727	32
403180	1819	5
240960	13996	14
98386	3552	5359
433384	1343	0
13800	4288	1504
27058	1388	681
625823	921	0
13244	2005	6699
67330	686	1
67948	4913	5993
209456	4370	14207
12334	3185	10427
170725	3705	22
433386	2055	0
96935	2035	75
53791	3199	144
68897	5030	1226
71678	3456	2119
108909	3293	1610
338366	6678	8718
21339	2386	1148
78772	2736	175
73363	967	16
63953	2712	813
73590	778	0
74971	1722	0
15284	2149	15
66112	2161	24
67247	1883	2726
100316821	82	0
226777	2853	898
226778	4565	3843
98732	6988	3969
100217449	113	3
381314	3540	4819
387189	67	3
387211	112	2
23827	2182	1372
107508	4850	14759
319562	3406	1
100039138	2761	2
226781	5836	1
114668	709	0
226791	1577	542
21808	4725	1257
67223	1213	2619
110957	3212	264
74717	1645	8
69308	823	10
67769	4565	1251
100862400	1119	83
26381	5580	54
320272	2212	0
22283	15891	2
226823	3703	4920
16526	3959	627
100042424	516	1704
100039307	642	4
108000	11130	3758
19250	10746	29024
226830	1605	5500
19130	4139	34
100504619	832	0
320119	3995	1856
52477	3349	2189
226841	4190	895
226844	4087	4709
100125339	1649	6
75558	428	2
68972	1258	327
381318	2973	397
381319	712	30
619288	2234	150
11910	1977	66882
100504360	568	43
100861628	406	0
66208	658	691
66950	4204	833
226849	3082	1752
100504379	2421	1
76843	4202	2798
77065	3252	3656
226856	7246	18926
18005	3197	2166
98736	4362	78
22782	5230	4205
74023	3720	7
22033	2102	1119
100628582	81	1
100042625	720	2167
214742	1597	907
100038712	2612	52
16510	7143	3675
226861	2835	926
320952	2041	4
73455	404	0
214791	3401	2579
100503471	624	748
329324	1731	1
215193	5548	1914
54139	4125	9841
319266	3834	960
215243	2121	21
15483	1446	34
14373	843	0
100503531	873	0
16780	4055	44981
215303	2453	125
387201	68	1
74942	578	0
18845	11036	2283
100628615	64	0
12490	2621	3117
320400	2491	3
320977	5195	14
723963	81	0
387224	88	0
17221	1213	19
12946	1662	1627
12902	6207	1
215728	2801	0
619314	1938	0
670558	2817	0
76142	2524	274
70337	1540	0
213783	7415	902
270685	4332	1446
83397	6247	4084
381990	3227	2508
66084	1849	338
73419	2290	235
100504234	2151	7
13982	4319	659
64009	18115	3706
68632	2777	37
22353	1527	0
67141	1807	211
108853	2621	301
56533	8191	3
100041224	522	1
18390	2639	0
320495	8240	5
215748	3448	5138
77777	1819	203
237253	3403	65
18537	1917	2849
320642	1253	21
69912	1290	653
407824	2188	146
16798	7215	11618
23924	1775	3263
215751	1557	2699
100503695	916	14
67418	2896	4009
237256	4093	18
100628581	94	0
68652	4278	10956
338362	4284	1169
70097	7183	7669
791352	3151	2
320825	2495	1058
620417	2980	1
78808	9074	3013
215772	5218	2
67844	2054	218
382450	3785	2
14816	6990	0
78056	444	0
268281	9293	1020
71865	5114	8706
13853	1079	52
22288	12382	20347
320273	1182	87
74732	2396	1395
66125	734	2270
22634	5260	1718
100862331	414	0
75122	1053	1
353258	1769	2861
215789	8913	2408
66848	3954	2369
56535	2405	862
66757	1453	603
66253	1054	658
15273	9768	8122
100504211	3928	38
215798	6505	4102
100039571	514	848
66201	1325	1326
69412	910	0
76743	1477	0
18101	1173	0
100504235	3401	0
17684	1969	2569
378431	4457	22
380629	3667	3909
73112	810	1773
19707	2618	3278
100045792	2900	1
215814	1166	181
215819	7638	19472
56016	1910	1236
215821	8216	29
237300	2355	0
73968	2928	0
64058	1901	31318
21929	4595	2651
100504265	6220	0
94222	2066	0
15979	2099	1748
237310	2468	2
237313	2088	137
76157	2629	29
18634	1894	768
26408	5393	2317
17761	3895	5410
73811	629	10
621697	592	8883
72567	5454	15423
71804	2307	1134
29863	4127	223
52906	5094	1063
100038717	3304	3
100504283	1667	2
17863	3777	145
56422	4893	4140
73990	1016	15
237320	2243	4
76924	485	0
67692	1061	0
432436	2206	1
20393	4158	58384
114671	1771	0
319887	2292	0
379043	1274	19
667281	952	4
606736	4515	1
56554	1271	23
100038752	4548	2
353169	3762	166
237336	2875	1366
100504411	1274	0
100038582	2198	0
21412	1239	1
14051	4099	8
20042	518	1026
100529074	105	71
100529075	68	162
76306	2837	669
26464	1811	1
22361	2416	199
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	5048
100862153	747	0
59012	3083	30770
14219	2403	29245
18605	3224	7887
209558	2815	438
70208	4946	1886
11846	1477	131
432442	3123	1087
13822	4464	10674
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	2421
100040851	1193	2
268288	3554	3
237339	3411	1195
667572	1206	1
73910	3616	1007
16773	9713	568
100040961	485	280
19272	6177	9246
210757	3981	0
100504516	4347	0
114676	1545	285
67719	1319	0
67412	3948	1
212448	5644	11
52665	3180	469
68031	4404	1902
72780	2397	0
100504540	2648	0
66311	1512	354
73681	2359	533
100504586	3440	239
66847	696	227
211329	5338	1685
15214	2532	52
69692	718	1018
21987	1267	830
100041294	710	939
268291	2860	1812
432450	3745	133
76757	4514	0
442820	1844	0
100862254	809	0
215890	2500	1
215895	882	0
57430	1096	0
212892	3650	23
72580	2364	452
414093	7840	101
66521	1082	654
692132	1185	5
270711	3714	0
103511	1786	86
215900	1082	12
212898	4225	2620
22110	2696	3306
72480	3900	430
319638	2716	770
12813	3130	3
14302	4805	869
100041585	3201	756
319415	3098	2
15182	2004	8392
17118	4186	4897
215919	1054	1
16775	6046	4919
66337	730	183
71924	2929	250
327743	1418	21
14360	3692	1973
100504626	1313	11
103213	2867	1042
327744	1664	180
19714	10666	5182
100504659	947	11
213332	781	63
75299	2400	5
72045	2285	3
100041085	1782	11
215928	5981	2
215929	2679	1
72472	6556	747
67239	1890	1056
67371	1020	1242
19850	104	5
11702	3206	2713
